Location ID,Date,Mean temperature (°C),Max. temperature (°C),Min. temperature (°C),Perceived mean temperature (°C),Perceived max. temperature (°C),Perceived min. temperature (°C),Max. wind speed (km/h),Max. wind gusts (km/h),Shortwave radiation sum (MJ/m2),Dominant wind direction (°),Reference evapotranspiration (mm),Daylight duration (s),Sunshine duration (s),Precipitation sum (mm),Snowfall sum (mm),Precipitation hours (h),Rain sum (mm)
0,2010-08-31,14.1,19.1,8.8,12.2,16.6,6.8,13.8,28.8,19.08,42,3.24,48584.01,44040.31,0.0,0.0,0.0,0.0
0,2010-09-01,15.5,20.9,9.4,13.5,18.9,7.5,18.1,36.7,21.17,60,3.79,48378.4,44017.36,0.0,0.0,0.0,0.0
0,2010-09-02,16.8,22.2,11.7,15.2,21.1,9.6,16.0,34.6,19.8,52,3.74,48173.07,41009.9,0.0,0.0,0.0,0.0
0,2010-09-03,17.0,22.9,11.4,16.2,22.6,10.2,12.5,25.9,20.43,47,3.66,47967.91,43597.89,0.0,0.0,0.0,0.0
0,2010-09-04,16.9,22.3,11.5,16.0,21.4,10.2,10.5,24.8,19.15,38,3.53,47761.48,39258.03,0.0,0.0,0.0,0.0
0,2010-09-05,17.6,23.2,11.4,16.5,22.6,10.2,16.2,27.0,18.88,85,3.81,47553.7,43069.89,0.1,0.0,1.0,0.1
0,2010-09-06,17.8,21.3,13.7,16.5,21.2,11.2,19.1,38.9,9.83,121,2.49,47344.7,16393.81,2.8,0.0,10.0,2.8
0,2010-09-07,17.2,20.2,14.0,17.0,19.4,14.0,11.6,22.7,10.08,193,1.97,47134.61,17275.21,3.0,0.0,6.0,3.0
0,2010-09-08,14.6,16.0,12.9,14.2,15.5,12.7,23.1,42.8,4.8,278,0.84,46923.58,3841.35,10.1,0.0,18.0,10.1
0,2010-09-09,15.5,20.4,11.0,14.6,18.6,9.7,12.3,28.8,13.33,268,2.43,46711.74,41482.19,0.0,0.0,0.0,0.0
0,2010-09-10,16.4,21.7,10.2,15.7,20.7,8.9,10.5,25.9,13.53,239,2.6,46499.2,29429.74,0.0,0.0,0.0,0.0
0,2010-09-11,18.4,23.9,12.5,18.2,23.7,11.5,10.9,25.6,15.44,188,2.94,46286.12,40240.31,0.0,0.0,0.0,0.0
0,2010-09-12,16.4,20.5,12.5,15.3,19.0,11.5,17.5,40.3,12.21,330,2.44,46072.62,30220.07,1.9,0.0,7.0,1.9
0,2010-09-13,15.3,20.4,9.3,14.3,18.6,8.0,10.7,26.6,14.54,278,2.63,45858.8,38895.05,0.0,0.0,0.0,0.0
0,2010-09-14,17.7,22.1,14.3,15.8,19.4,12.7,18.6,41.0,16.24,245,3.52,45644.81,38010.32,0.0,0.0,0.0,0.0
0,2010-09-15,16.3,18.5,14.6,14.3,15.3,12.2,19.9,39.6,8.46,270,2.37,45430.76,19527.71,9.4,0.0,9.0,9.4
0,2010-09-16,14.8,18.7,11.4,12.8,16.1,9.3,15.3,34.9,12.0,256,2.43,45216.78,38038.68,0.1,0.0,1.0,0.1
0,2010-09-17,13.5,18.1,9.1,11.6,15.3,7.2,14.7,29.9,15.88,324,2.75,45002.98,41003.42,0.0,0.0,0.0,0.0
0,2010-09-18,11.7,16.2,6.9,9.8,14.0,4.6,8.3,21.6,11.25,340,1.93,44789.49,36188.59,0.0,0.0,0.0,0.0
0,2010-09-19,12.5,18.8,6.7,10.8,16.9,4.7,8.5,22.3,17.18,242,2.7,44576.42,40621.89,0.0,0.0,0.0,0.0
0,2010-09-20,14.5,21.0,7.3,13.1,20.1,5.1,8.9,21.6,17.18,186,2.88,44363.9,40376.85,0.0,0.0,0.0,0.0
0,2010-09-21,15.1,22.2,8.0,13.8,21.1,6.1,9.4,24.8,17.08,73,2.98,44152.04,40037.1,0.0,0.0,0.0,0.0
0,2010-09-22,17.3,25.0,9.2,16.8,24.5,7.9,9.5,21.2,16.82,163,3.15,43940.95,39720.43,0.0,0.0,0.0,0.0
0,2010-09-23,18.5,24.5,13.8,17.7,23.9,12.9,16.7,46.1,11.52,210,2.75,43730.51,30393.24,2.3,0.0,4.0,2.3
0,2010-09-24,14.8,18.5,12.6,13.6,17.1,9.5,21.9,38.5,11.15,296,1.89,43519.25,27777.29,6.1,0.0,8.0,6.1
0,2010-09-25,12.2,14.4,10.1,8.6,10.2,7.2,23.5,43.9,10.39,342,2.27,43307.05,28992.16,0.5,0.0,4.0,0.5
0,2010-09-26,10.5,13.0,7.9,7.5,10.2,4.8,20.5,42.5,8.04,287,1.4,43094.03,27715.02,8.9,0.0,13.0,8.9
0,2010-09-27,11.0,14.3,8.2,9.6,12.6,6.3,11.1,20.2,6.88,330,1.14,42880.32,3178.62,0.3,0.0,2.0,0.3
0,2010-09-28,12.7,14.9,10.0,11.9,14.5,8.6,6.2,14.0,1.7,255,0.56,42666.07,0.0,0.3,0.0,2.0,0.3
0,2010-09-29,15.1,18.2,12.9,14.8,17.2,13.0,9.5,19.1,7.07,223,1.38,42451.39,11845.65,0.4,0.0,2.0,0.4
0,2010-09-30,13.6,16.5,10.4,12.6,14.9,8.9,9.2,22.3,4.67,256,1.02,42236.43,13374.44,2.0,0.0,7.0,2.0
0,2010-10-01,12.9,17.3,8.6,10.2,14.1,6.1,26.2,48.2,7.62,188,1.53,42021.3,16821.62,11.5,0.0,10.0,11.5
0,2010-10-02,16.5,20.4,13.7,15.3,19.8,11.0,23.0,54.0,4.58,190,1.18,41806.14,6291.69,8.0,0.0,10.0,8.0
0,2010-10-03,18.7,24.5,14.2,17.6,23.2,12.0,26.9,49.0,12.17,177,2.79,41591.09,34962.79,2.0,0.0,4.0,2.0
0,2010-10-04,16.5,18.8,14.2,16.1,18.5,14.1,16.3,33.5,4.13,141,1.02,41376.28,5214.7,8.3,0.0,12.0,8.3
0,2010-10-05,15.3,17.6,12.2,14.0,16.5,10.7,21.1,40.7,3.36,206,0.91,41161.83,5570.37,1.0,0.0,5.0,1.0
0,2010-10-06,15.7,17.8,13.5,15.3,17.9,13.2,16.2,32.4,4.6,193,1.05,40947.89,7464.86,1.2,0.0,6.0,1.2
0,2010-10-07,16.5,22.0,13.1,16.3,21.8,12.4,13.4,27.7,10.32,82,1.81,40734.6,28025.88,0.0,0.0,0.0,0.0
0,2010-10-08,16.8,22.5,12.3,16.9,22.8,11.4,11.5,23.0,12.87,93,2.13,40522.08,36265.93,0.0,0.0,0.0,0.0
0,2010-10-09,17.5,23.0,12.9,17.7,23.4,12.4,13.1,23.4,12.77,103,2.13,40310.48,36361.59,0.0,0.0,0.0,0.0
0,2010-10-10,15.5,19.2,12.5,13.4,17.3,8.0,20.8,38.9,12.68,69,2.56,40099.96,35961.62,0.0,0.0,0.0,0.0
0,2010-10-11,13.2,18.5,9.3,9.1,14.4,4.7,23.4,46.1,13.29,47,3.22,39890.64,36144.91,0.0,0.0,0.0,0.0
0,2010-10-12,10.8,16.3,6.6,7.4,12.7,3.2,18.4,34.6,13.02,28,2.31,39682.67,35757.09,0.0,0.0,0.0,0.0
0,2010-10-13,8.8,13.2,5.2,5.2,9.3,1.4,19.3,37.4,12.3,20,1.74,39475.92,34868.34,0.0,0.0,0.0,0.0
0,2010-10-14,9.5,14.0,5.4,6.7,10.8,2.4,15.7,30.6,12.36,20,1.72,39268.79,35029.96,0.0,0.0,0.0,0.0
0,2010-10-15,11.0,13.5,9.0,9.1,12.2,7.2,13.5,27.7,5.48,10,0.96,39061.13,13160.36,0.4,0.0,3.0,0.4
0,2010-10-16,10.3,13.9,6.4,7.0,10.3,1.9,19.4,42.1,8.41,352,1.6,38853.1,33087.34,2.7,0.0,9.0,2.7
0,2010-10-17,6.8,10.0,3.7,2.6,5.5,-0.8,21.4,41.0,5.85,11,1.24,38644.84,13910.24,0.0,0.0,0.0,0.0
0,2010-10-18,7.9,12.6,2.1,5.3,10.2,-0.8,16.7,26.6,9.67,268,1.45,38436.53,30740.34,0.0,0.0,0.0,0.0
0,2010-10-19,10.7,13.5,8.0,7.7,10.5,4.5,20.3,47.5,5.86,271,1.12,38228.31,22865.61,1.5,0.0,8.0,1.5
0,2010-10-20,7.4,10.7,3.8,3.6,5.8,1.0,21.7,41.8,8.87,315,1.44,38020.35,33216.6,0.1,0.0,1.0,0.1
0,2010-10-21,5.1,9.7,0.8,2.1,6.9,-1.9,10.1,16.2,11.04,210,1.36,37812.82,33172.25,0.0,0.0,0.0,0.0
0,2010-10-22,5.3,11.2,1.0,2.5,9.0,-2.6,9.2,15.5,9.75,166,1.25,37605.87,29043.72,0.0,0.0,0.0,0.0
0,2010-10-23,6.8,11.0,1.7,2.9,7.3,-2.1,26.7,58.7,3.56,222,0.75,37399.69,6892.47,3.4,0.0,5.0,3.4
0,2010-10-24,7.5,11.0,4.8,4.7,8.9,1.3,16.9,31.0,7.6,322,1.08,37194.45,32585.18,0.1,0.0,1.0,0.1
0,2010-10-25,6.5,10.7,2.6,2.8,6.1,-0.3,19.6,44.3,8.94,2,1.25,36990.32,32509.88,0.0,0.0,0.0,0.0
0,2010-10-26,5.5,10.2,-0.8,2.5,7.0,-3.6,13.3,22.3,8.04,190,1.23,36787.49,20567.85,0.0,0.0,0.0,0.0
0,2010-10-27,9.7,13.1,7.7,5.9,9.0,3.7,16.0,33.5,6.7,204,1.88,36586.15,22007.17,0.0,0.0,0.0,0.0
0,2010-10-28,11.1,14.3,8.7,9.0,12.1,6.5,13.3,27.4,7.89,203,1.22,36386.49,32159.96,0.0,0.0,0.0,0.0
0,2010-10-29,12.5,17.1,8.3,9.3,13.5,5.6,20.6,37.4,6.79,171,1.94,36188.7,23430.59,0.0,0.0,0.0,0.0
0,2010-10-30,12.3,15.2,9.4,10.1,12.0,7.0,18.1,35.3,6.76,187,1.26,35992.99,23031.0,5.7,0.0,9.0,5.7
0,2010-10-31,11.5,15.7,8.3,9.8,14.4,6.5,14.0,25.9,8.17,111,1.17,35799.57,28754.2,0.4,0.0,2.0,0.4
0,2010-11-01,10.5,13.5,8.2,8.2,11.0,5.6,19.4,36.7,4.52,337,0.85,35608.64,10793.87,0.0,0.0,0.0,0.0
0,2010-11-02,10.3,13.3,6.0,8.1,11.6,3.1,17.6,36.7,3.64,221,0.58,35420.09,13650.32,0.0,0.0,0.0,0.0
0,2010-11-03,13.7,16.0,11.2,11.6,14.4,8.8,20.5,42.1,2.61,232,0.85,35232.18,2523.35,0.0,0.0,0.0,0.0
0,2010-11-04,15.1,16.5,13.1,13.2,14.2,10.7,20.2,41.8,3.46,239,1.09,35044.77,4512.21,0.0,0.0,0.0,0.0
0,2010-11-05,13.0,15.9,11.0,10.5,13.5,8.6,18.6,36.7,4.47,228,1.18,34858.04,28871.59,0.0,0.0,0.0,0.0
0,2010-11-06,10.7,12.5,9.3,8.8,11.2,6.6,21.4,42.8,0.7,250,0.35,34672.2,0.0,11.7,0.0,13.0,11.7
0,2010-11-07,7.2,9.0,4.1,4.8,7.4,1.0,12.5,26.3,2.87,305,0.45,34487.44,474.98,4.7,0.0,12.0,4.7
0,2010-11-08,4.9,7.0,3.1,0.8,3.9,-1.2,31.4,74.2,1.24,181,0.26,34303.96,0.0,8.8,0.0,8.0,8.8
0,2010-11-09,7.6,10.1,5.1,5.0,8.2,2.3,17.3,34.9,2.3,172,0.39,34121.97,2157.86,5.2,0.0,15.0,5.2
0,2010-11-10,6.2,9.2,3.2,2.7,4.8,-0.3,19.9,42.1,4.81,319,0.76,33941.7,21241.1,1.5,0.0,8.0,1.5
0,2010-11-11,7.8,14.0,3.3,3.1,9.4,-1.5,37.7,73.1,1.19,216,0.52,33763.34,0.0,10.3,0.0,11.0,10.3
0,2010-11-12,12.5,14.7,10.3,8.2,10.9,5.4,32.9,61.9,2.18,238,1.31,33587.12,5776.17,0.5,0.0,2.0,0.5
0,2010-11-13,13.9,14.7,13.5,10.0,10.7,9.5,32.7,67.0,0.45,214,0.88,33413.29,0.0,5.9,0.0,18.0,5.9
0,2010-11-14,12.0,13.4,7.4,8.7,10.6,5.4,27.2,61.2,1.58,213,0.93,33242.07,0.0,4.9,0.0,13.0,4.9
0,2010-11-15,7.8,11.6,4.5,6.0,10.0,2.2,7.2,15.8,5.53,162,0.67,33073.7,24939.73,0.1,0.0,1.0,0.1
0,2010-11-16,5.1,9.2,1.6,2.8,7.7,-1.2,11.3,18.0,5.59,19,0.58,32908.42,26847.58,0.0,0.0,0.0,0.0
0,2010-11-17,4.4,6.3,1.5,1.4,3.6,-2.0,14.7,32.4,2.8,124,0.39,32746.49,3654.96,0.5,0.0,4.0,0.5
0,2010-11-18,6.3,8.8,3.4,3.6,6.0,0.8,14.0,28.8,2.12,194,0.42,32588.17,0.0,0.0,0.0,0.0,0.0
0,2010-11-19,6.8,9.1,4.5,4.2,6.9,1.7,14.7,27.0,2.43,189,0.38,32433.72,0.0,0.0,0.0,0.0,0.0
0,2010-11-20,7.8,11.2,5.2,4.7,7.8,2.0,16.6,29.5,5.86,87,0.75,32283.39,24524.18,0.0,0.0,0.0,0.0
0,2010-11-21,5.8,7.3,4.5,2.8,4.5,1.2,13.7,30.6,1.8,30,0.26,32137.47,0.0,5.4,0.0,12.0,5.4
0,2010-11-22,4.7,5.7,3.8,1.5,2.1,0.7,13.8,25.9,2.15,1,0.38,31995.92,2841.23,0.3,0.0,3.0,0.3
0,2010-11-23,3.9,7.4,1.1,0.8,4.5,-2.0,11.0,26.3,2.89,301,0.4,31857.2,5183.26,0.0,0.0,0.0,0.0
0,2010-11-24,3.4,6.8,0.9,0.2,3.9,-2.6,12.9,29.9,5.17,270,0.48,31721.17,26063.53,2.3,0.0,7.0,2.3
0,2010-11-25,2.6,4.3,0.3,-0.8,1.1,-3.7,13.2,29.9,3.91,320,0.47,31588.02,17855.26,4.7,0.0,8.0,4.7
0,2010-11-26,0.4,3.8,-2.8,-3.6,-0.4,-6.9,13.7,28.4,5.17,266,0.5,31457.94,26557.83,0.0,0.07,0.0,0.0
0,2010-11-27,-1.2,2.4,-4.0,-5.0,-2.0,-7.8,12.7,26.3,5.28,101,0.48,31331.12,22681.97,0.0,0.0,0.0,0.0
0,2010-11-28,-0.6,2.0,-2.9,-4.3,-1.7,-6.4,10.8,19.4,2.57,50,0.35,31207.73,130.57,0.2,0.49,2.0,0.0
0,2010-11-29,-0.7,1.0,-1.8,-4.3,-2.8,-5.4,10.6,21.6,3.16,341,0.35,31087.99,12296.15,0.1,0.35,1.0,0.0
0,2010-11-30,-1.6,0.4,-3.0,-6.0,-4.7,-7.8,17.2,32.4,3.13,54,0.51,30972.08,10588.69,0.0,0.0,0.0,0.0
0,2010-12-01,-2.3,-1.0,-3.0,-6.9,-5.7,-8.3,18.0,34.9,2.29,26,0.49,30860.21,0.0,0.0,0.21,0.0,0.0
0,2010-12-02,-1.7,0.1,-2.9,-6.4,-4.6,-8.0,19.9,38.2,2.85,179,0.4,30752.55,6767.37,2.3,2.17,10.0,0.0
0,2010-12-03,-2.0,0.3,-3.4,-6.2,-4.2,-8.1,13.1,27.4,4.14,3,0.4,30649.34,24905.01,0.0,0.07,0.0,0.0
0,2010-12-04,-0.4,2.9,-3.4,-6.0,-2.6,-8.7,25.4,45.7,1.86,192,0.43,30550.76,0.0,4.6,3.15,6.0,0.2
0,2010-12-05,1.7,3.3,0.6,-2.3,-0.4,-4.3,23.4,42.8,2.06,209,0.36,30457.02,0.0,0.8,0.0,4.0,0.8
0,2010-12-06,1.2,2.6,0.5,-2.6,-1.4,-3.5,15.8,29.2,1.8,39,0.2,30368.32,0.0,2.0,0.77,10.0,1.0
0,2010-12-07,-0.2,0.7,-1.6,-4.2,-3.2,-5.5,13.8,25.6,1.04,32,0.17,30284.86,0.0,7.7,1.4,14.0,5.7
0,2010-12-08,0.0,0.5,-1.0,-4.6,-4.0,-5.5,24.5,46.8,0.49,7,0.15,30206.86,0.0,11.3,5.6,16.0,3.3
0,2010-12-09,-1.5,1.0,-3.9,-5.6,-2.9,-8.0,13.4,24.8,5.51,299,0.35,30134.51,25127.29,0.0,0.0,0.0,0.0
0,2010-12-10,0.0,3.1,-5.0,-3.8,-0.2,-9.5,12.3,22.0,2.71,261,0.25,30068.01,3176.85,0.0,0.0,0.0,0.0
0,2010-12-11,3.6,4.9,2.6,0.5,2.5,-1.1,13.9,24.8,2.29,260,0.25,30007.57,303.61,0.1,0.0,1.0,0.1
0,2010-12-12,3.9,5.7,2.7,0.7,2.5,-1.3,14.6,26.3,2.33,347,0.3,29953.25,1011.04,0.1,0.0,1.0,0.1
0,2010-12-13,-1.8,2.1,-4.9,-6.2,-2.2,-8.8,16.3,29.9,4.87,28,0.48,29904.36,25046.73,0.0,0.0,0.0,0.0
0,2010-12-14,-1.2,1.8,-4.1,-5.9,-2.4,-8.3,15.8,34.2,3.03,0,0.42,29860.79,14645.08,0.0,0.0,0.0,0.0
0,2010-12-15,-0.7,3.6,-4.9,-5.1,-1.4,-9.3,20.2,41.4,4.71,330,0.48,29822.59,24692.36,0.0,0.0,0.0,0.0
0,2010-12-16,2.7,4.7,-0.0,-1.5,-0.4,-2.9,28.4,52.6,1.07,250,0.19,29789.79,0.0,6.2,0.07,15.0,6.1
0,2010-12-17,-0.5,1.5,-2.5,-5.2,-3.3,-6.7,18.9,41.4,4.84,288,0.51,29762.41,23832.1,1.7,1.05,9.0,0.5
0,2010-12-18,-0.7,2.1,-4.0,-5.3,-2.9,-7.9,23.2,39.2,2.48,205,0.36,29740.48,580.49,6.5,4.2,6.0,0.6
0,2010-12-19,1.1,5.2,-3.5,-4.1,-0.9,-7.4,35.5,85.3,1.34,221,0.31,29724.01,0.0,8.9,4.62,9.0,2.3
0,2010-12-20,-0.2,2.8,-3.0,-3.9,-0.7,-7.4,14.6,26.3,2.05,124,0.2,29713.03,1606.83,4.5,2.59,11.0,1.0
0,2010-12-21,1.8,3.6,-0.8,-1.1,1.6,-4.1,11.5,24.5,1.62,262,0.19,29707.54,0.0,1.5,0.0,6.0,1.5
0,2010-12-22,1.4,2.0,0.9,-2.7,-1.5,-4.3,21.6,40.7,1.24,13,0.14,29707.56,0.0,8.9,2.94,9.0,4.7
0,2010-12-23,-0.3,0.8,-0.9,-5.9,-4.6,-6.7,24.7,46.8,1.31,9,0.22,29713.09,0.0,6.7,4.69,20.0,0.2
0,2010-12-24,-0.6,0.0,-1.0,-6.5,-6.0,-7.0,26.6,50.4,2.01,1,0.43,29724.14,0.0,2.8,2.03,16.0,0.0
0,2010-12-25,-3.1,-0.8,-6.4,-8.3,-6.1,-11.0,22.1,38.9,4.71,7,0.47,29740.7,24947.84,0.0,0.0,0.0,0.0
0,2010-12-26,-3.3,0.9,-7.9,-6.7,-1.7,-12.1,8.2,15.1,3.0,268,0.24,29762.77,13688.81,0.0,0.0,0.0,0.0
0,2010-12-27,-2.0,-0.4,-4.2,-6.5,-5.2,-8.7,15.6,32.8,2.94,142,0.35,29790.34,8491.0,0.0,0.0,0.0,0.0
0,2010-12-28,0.4,1.7,-4.0,-3.2,-1.2,-8.4,11.9,21.2,0.58,186,0.2,29823.39,0.0,3.9,0.14,7.0,3.7
0,2010-12-29,2.2,3.7,1.3,-0.5,1.5,-1.5,11.8,20.5,1.08,110,0.16,29861.92,0.0,0.0,0.0,0.0,0.0
0,2010-12-30,3.1,5.2,1.7,-0.5,1.7,-1.9,15.5,29.9,2.57,69,0.25,29905.91,9247.03,0.0,0.0,0.0,0.0
0,2010-12-31,0.7,2.0,-0.7,-3.0,-1.6,-4.1,14.2,27.7,1.93,66,0.21,29955.33,0.0,0.0,0.0,0.0,0.0
0,2011-01-01,0.7,2.8,-1.0,-2.1,-0.0,-4.4,6.9,13.7,2.28,347,0.25,30010.27,8173.05,0.0,0.0,0.0,0.0
0,2011-01-02,1.3,3.9,-2.7,-2.2,0.0,-6.3,12.2,27.7,3.65,9,0.39,30071.33,20313.04,0.0,0.0,0.0,0.0
0,2011-01-03,-0.7,0.7,-2.6,-3.6,-1.8,-6.3,8.6,10.4,2.42,336,0.22,30138.45,1242.63,0.0,0.0,0.0,0.0
0,2011-01-04,-0.2,1.4,-1.1,-4.0,-2.9,-5.0,13.8,26.6,2.08,185,0.32,30211.43,5310.47,0.0,0.0,0.0,0.0
0,2011-01-05,1.9,7.1,-2.2,-2.4,2.5,-6.9,24.0,44.3,4.08,174,0.47,30290.07,20258.71,3.5,0.0,4.0,3.5
0,2011-01-06,10.0,11.7,7.5,6.0,8.7,2.6,30.0,68.0,0.91,213,0.35,30374.18,1076.65,10.2,0.0,12.0,10.2
0,2011-01-07,10.3,11.8,8.8,7.6,9.4,6.1,22.3,42.5,1.53,195,0.28,30463.56,248.24,4.7,0.0,7.0,4.7
0,2011-01-08,10.6,12.5,9.0,6.6,8.2,4.2,33.2,62.6,2.6,212,1.06,30558.02,11399.82,7.4,0.0,6.0,7.4
0,2011-01-09,5.1,8.4,0.1,2.4,6.1,-3.1,15.2,24.5,4.42,285,0.49,30657.36,23748.5,7.7,0.0,9.0,7.7
0,2011-01-10,1.6,5.8,-1.7,-2.2,1.9,-5.6,19.2,32.8,4.35,179,0.43,30761.37,22740.36,0.0,0.0,0.0,0.0
0,2011-01-11,6.3,10.2,2.2,2.4,7.2,-2.9,23.5,43.2,2.96,238,0.53,30869.87,16943.15,5.1,0.0,8.0,5.1
0,2011-01-12,8.0,11.2,5.3,4.6,8.0,1.2,23.2,43.6,0.69,226,0.24,30982.65,0.0,1.0,0.0,4.0,1.0
0,2011-01-13,11.6,12.4,10.8,8.4,9.3,7.6,24.3,44.3,1.22,238,0.52,31099.54,0.0,0.0,0.0,0.0,0.0
0,2011-01-14,10.6,12.4,8.7,7.2,9.2,5.4,22.3,43.9,3.87,228,0.9,31220.32,21080.52,3.5,0.0,4.0,3.5
0,2011-01-15,8.1,9.8,6.1,4.6,6.4,2.6,20.3,43.9,3.73,213,0.63,31344.82,16145.7,0.0,0.0,0.0,0.0
0,2011-01-16,8.6,11.8,6.0,5.8,9.0,2.9,16.7,32.4,5.71,188,0.76,31472.85,27014.55,0.0,0.0,0.0,0.0
0,2011-01-17,8.3,9.5,7.0,5.4,7.1,4.1,18.5,40.0,2.12,203,0.36,31604.22,763.16,0.7,0.0,3.0,0.7
0,2011-01-18,7.2,9.2,3.6,3.9,6.0,0.5,19.1,37.1,2.84,270,0.48,31738.75,14013.25,0.5,0.0,2.0,0.5
0,2011-01-19,3.6,5.6,1.0,0.5,2.1,-1.9,10.4,20.9,3.63,352,0.51,31876.26,16062.82,0.0,0.0,0.0,0.0
0,2011-01-20,3.5,5.4,1.6,-0.7,0.8,-2.5,22.0,45.0,4.45,6,0.69,32016.57,23434.36,0.0,0.0,0.0,0.0
0,2011-01-21,0.7,3.1,-0.5,-4.0,-2.1,-5.4,17.7,36.4,4.92,23,0.58,32159.81,27793.31,0.0,0.0,0.0,0.0
0,2011-01-22,3.1,4.9,0.2,-1.3,0.9,-4.5,19.8,39.6,1.84,16,0.36,32307.5,0.0,0.4,0.0,4.0,0.4
0,2011-01-23,4.0,5.2,2.8,0.2,2.0,-1.3,18.9,33.8,2.11,16,0.35,32459.68,0.0,0.8,0.0,4.0,0.8
0,2011-01-24,4.7,6.6,2.1,1.3,3.2,-1.0,16.1,31.0,2.57,8,0.41,32616.05,10065.25,0.3,0.0,3.0,0.3
0,2011-01-25,3.5,6.4,-0.9,-0.1,2.7,-4.4,17.7,34.2,2.71,275,0.41,32776.36,5836.87,0.2,0.0,1.0,0.2
0,2011-01-26,4.2,5.4,2.9,0.9,1.8,-0.2,17.7,30.2,0.93,211,0.19,32940.33,0.0,7.9,0.0,16.0,7.9
0,2011-01-27,2.8,4.4,1.6,-1.6,-0.4,-3.4,19.2,38.9,2.63,51,0.59,33107.71,1978.37,0.0,0.0,0.0,0.0
0,2011-01-28,0.5,2.4,-2.3,-4.7,-3.2,-7.7,20.4,42.1,3.69,58,0.85,33278.24,9118.72,0.0,0.0,0.0,0.0
0,2011-01-29,-0.2,3.1,-2.7,-4.7,-1.5,-7.0,14.7,32.4,7.31,35,0.72,33451.69,28874.56,0.0,0.0,0.0,0.0
0,2011-01-30,-1.5,2.1,-3.6,-5.9,-2.5,-7.7,14.8,31.7,6.75,25,0.62,33627.79,29026.08,0.0,0.0,0.0,0.0
0,2011-01-31,-2.6,0.8,-4.8,-6.5,-3.1,-8.9,11.3,25.2,6.4,11,0.51,33806.32,28920.44,0.0,0.0,0.0,0.0
0,2011-02-01,-1.5,1.4,-4.0,-5.1,-2.0,-7.9,10.8,19.8,4.47,248,0.44,33987.04,15547.57,0.0,0.0,0.0,0.0
0,2011-02-02,2.0,3.9,0.7,-1.4,0.2,-2.9,15.7,29.2,3.03,212,0.33,34169.72,43.0,0.0,0.0,0.0,0.0
0,2011-02-03,5.5,9.0,2.7,2.6,6.6,-1.3,16.2,29.2,2.69,225,0.43,34354.16,1971.57,0.5,0.0,2.0,0.5
0,2011-02-04,7.2,10.2,3.6,2.8,5.9,-0.9,24.7,50.8,3.25,230,0.72,34540.12,7129.21,0.0,0.0,0.0,0.0
0,2011-02-05,9.0,11.3,6.9,4.6,7.3,2.3,29.0,55.4,3.86,233,1.12,34727.4,9075.29,0.0,0.0,0.0,0.0
0,2011-02-06,6.9,10.2,3.1,3.3,6.6,-0.2,18.0,42.8,7.4,224,1.0,34915.8,30145.76,0.0,0.0,0.0,0.0
0,2011-02-07,6.2,12.2,1.3,2.5,8.1,-2.8,18.1,35.6,8.79,213,1.18,35105.11,30672.17,0.0,0.0,0.0,0.0
0,2011-02-08,8.1,10.3,6.2,6.3,8.4,4.6,12.3,24.8,2.61,170,0.46,35295.14,1749.96,1.7,0.0,5.0,1.7
0,2011-02-09,7.3,11.6,3.1,4.8,9.0,0.1,13.6,27.7,8.19,147,0.95,35485.7,30457.96,0.0,0.0,0.0,0.0
0,2011-02-10,7.9,14.0,2.4,4.9,11.2,-0.8,17.0,33.5,6.1,205,0.96,35676.93,26023.92,0.8,0.0,3.0,0.8
0,2011-02-11,9.9,15.2,6.0,7.5,13.4,3.3,16.5,30.2,7.1,214,1.02,35870.63,30680.04,1.0,0.0,3.0,1.0
0,2011-02-12,7.2,11.4,2.8,4.5,8.8,-0.4,18.2,35.6,3.92,233,0.63,36066.89,5807.7,2.2,0.0,6.0,2.2
0,2011-02-13,5.6,9.2,1.7,1.8,5.1,-1.6,18.8,37.8,5.7,168,0.9,36265.52,11554.56,0.2,0.0,2.0,0.2
0,2011-02-14,7.3,10.2,3.9,4.4,7.0,0.1,14.4,26.6,6.61,212,0.99,36466.27,13310.55,0.9,0.0,6.0,0.9
0,2011-02-15,5.2,8.9,2.8,1.2,5.1,-1.2,22.1,46.1,4.1,181,0.67,36668.96,8790.39,1.5,0.0,4.0,1.5
0,2011-02-16,5.0,9.1,1.1,1.7,6.3,-2.4,14.7,31.3,4.78,144,0.69,36873.37,6828.94,0.0,0.0,0.0,0.0
0,2011-02-17,5.2,10.7,1.4,2.3,7.7,-2.2,12.2,25.9,10.18,70,1.13,37079.31,33188.6,0.0,0.0,0.0,0.0
0,2011-02-18,4.0,9.5,-0.1,1.2,6.9,-3.1,10.6,19.8,7.34,199,0.84,37286.59,23342.13,0.0,0.0,0.0,0.0
0,2011-02-19,5.3,6.9,3.3,2.4,4.8,-0.6,16.8,31.7,1.8,154,0.32,37495.0,0.0,4.3,0.0,13.0,4.3
0,2011-02-20,6.2,7.8,3.2,3.3,4.9,0.6,16.0,32.8,3.99,300,0.61,37704.38,7054.5,0.3,0.0,3.0,0.3
0,2011-02-21,5.4,8.8,2.1,2.5,5.8,-0.5,15.4,26.6,5.38,111,0.78,37914.54,16232.02,0.8,0.0,5.0,0.8
0,2011-02-22,4.2,6.8,1.9,0.9,3.1,-1.5,13.4,26.6,6.83,38,0.9,38125.3,22120.49,0.0,0.0,0.0,0.0
